schema_version,message_type,device_id,site_id,location,machine_type,cycle_id,cycle_started_at,cycle_ended_at,cycle_duration_ms,cycle_completeness,cycle_abort_reason,ops_phase_extend_duration_ms,ops_phase_dwell_duration_ms,ops_phase_retract_duration_ms,di_start_forward_edges,di_e_stop_triggered,di_overload_trip,di_door_open_events,di_gate_open_events,di_valve_extend_feedback_ok,di_valve_retract_feedback_ok,electrical_avg_current_rms_phase_a_a,electrical_avg_current_rms_phase_b_a,electrical_avg_current_rms_phase_c_a,electrical_peak_current_rms_phase_a_a,electrical_peak_current_rms_phase_b_a,electrical_peak_current_rms_phase_c_a,electrical_current_imbalance_pct_avg,electrical_current_imbalance_pct_max,electrical_avg_voltage_rms_ab_v,electrical_avg_voltage_rms_bc_v,electrical_avg_voltage_rms_ca_v,electrical_voltage_imbalance_pct_avg,electrical_voltage_imbalance_pct_max,electrical_inrush_current_peak_a,electrical_inrush_duration_ms,electrical_power_factor_avg,electrical_power_factor_min,electrical_time_below_pf_0p8_ms,energy_active_kwh,energy_reactive_kvarh,energy_apparent_kvah,energy_per_cycle_kwh,hydraulic_max_pressure_psi,hydraulic_avg_pressure_psi,hydraulic_pressure_rise_time_ms,hydraulic_max_dp_dt_psi_per_s,hydraulic_pressure_overshoot_pct,hydraulic_stall_signature_flag,thermal_oil_temp_start_c,thermal_oil_temp_end_c,thermal_oil_temp_delta_c,thermal_cold_start_flag,productivity_bale_count_increment,productivity_utilization_last_hour_pct,health_cycle_time_drift_pct,health_peak_current_drift_pct,health_pressure_capability_drift_pct,health_anomaly_score,health_attention_flag,calc_baseline_window_cycles,firmware_version,device_age_years,device_performance_profile
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115103703_0008,2024-01-15T10:37:03.444649Z,2024-01-15T10:48:20.420649Z,676976,True,,231585,67116,204885,1,False,False,0,0,True,True,54.14,53.95,54.06,135.34,134.87,135.14,0.35,0.52,487.47,482.18,476.43,2.29,2.75,162.41,209,0.727,0.627,67697,22.014,20.8,30.287,22.014,3543.4,2657.5,2316,1530.0,2.1,False,62.8,82.3,19.5,False,1,65.5,4.37,-1.88,-1.5,0.131,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115110849_0009,2024-01-15T11:08:49.279197Z,2024-01-15T11:19:35.466197Z,646187,True,,215892,67719,192589,1,False,False,0,0,True,True,57.95,58.89,57.07,144.88,147.23,142.67,3.15,4.72,474.54,476.82,470.71,1.29,1.55,176.68,220,0.741,0.641,64618,22.353,20.285,30.184,22.353,3460.6,2595.4,2299,1505.3,3.8,False,65.7,84.2,18.6,False,1,60.0,-2.83,-2.12,0.34,0.006,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115114716_0010,2024-01-15T11:47:16.339614Z,2024-01-15T11:59:22.795614Z,726456,True,,247490,69610,213415,1,False,False,0,0,True,True,55.7,57.54,53.36,139.25,143.84,133.41,7.51,11.27,479.75,476.8,472.41,1.54,1.85,172.61,179,0.79,0.69,72645,25.971,20.139,32.864,25.971,3503.1,2627.3,1696,2065.5,3.9,False,59.0,79.9,20.9,False,1,62.0,-0.56,3.94,0.95,0.002,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115122757_0011,2024-01-15T12:27:57.557848Z,2024-01-15T12:39:12.984848Z,675427,True,,227784,61855,201041,1,False,False,0,0,True,True,49.69,55.94,54.42,124.22,139.85,136.06,11.72,17.58,481.01,480.77,484.95,0.87,1.04,167.83,255,0.716,0.616,67542,21.063,20.558,29.433,21.063,3547.8,2660.9,1887,1880.1,1.6,False,59.6,79.0,19.4,False,1,69.8,3.2,-0.59,-2.21,0.076,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115125942_0012,2024-01-15T12:59:42.000029Z,2024-01-15T13:10:29.853029Z,647853,True,,219378,62056,183888,1,False,False,0,0,True,True,52.98,54.54,46.74,132.45,136.35,116.86,15.16,22.74,480.93,474.72,486.95,2.54,3.05,163.62,207,0.749,0.649,64785,20.379,18.024,27.206,20.379,3530.5,2647.9,1524,2316.6,3.3,False,60.5,79.1,18.6,False,1,65.5,-3.37,-2.66,-2.86,0.167,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115133951_0013,2024-01-15T13:39:51.888923Z,2024-01-15T13:51:14.424923Z,682536,True,,230272,67974,206752,1,False,False,0,0,True,True,55.11,53.3,53.78,137.76,133.24,134.45,3.35,5.02,479.59,479.09,480.16,0.22,0.27,165.32,257,0.746,0.646,68253,22.427,19.998,30.048,22.427,3474.8,2606.1,1797,1933.7,2.9,False,61.7,81.3,19.6,False,1,64.5,-2.25,2.09,-1.37,0.181,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115140536_0014,2024-01-15T14:05:36.507879Z,2024-01-15T14:16:42.075879Z,665568,True,,225797,65351,200167,1,False,False,0,0,True,True,56.27,56.76,53.21,140.66,141.9,133.02,6.41,9.62,470.07,476.95,483.39,2.79,3.35,170.29,273,0.791,0.691,66556,23.283,18.014,29.438,23.283,3522.8,2642.1,2410,1461.7,2.0,False,59.4,78.6,19.1,False,1,64.3,-3.39,0.72,1.83,0.152,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115142532_0015,2024-01-15T14:25:32.925736Z,2024-01-15T14:36:16.534736Z,643609,True,,212099,67757,187148,1,False,False,0,0,True,True,54.57,53.61,52.02,136.41,134.02,130.04,4.77,7.16,483.04,473.41,483.88,2.18,2.62,163.7,171,0.749,0.649,64360,21.105,18.685,28.188,21.105,3481.2,2610.9,2340,1487.7,1.1,False,58.1,76.6,18.5,False,1,66.7,3.26,1.73,1.95,0.079,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115144511_0016,2024-01-15T14:45:11.010192Z,2024-01-15T14:56:03.767192Z,652757,True,,228944,62992,192311,2,False,False,0,0,True,True,54.24,57.53,60.34,135.59,143.83,150.86,10.65,15.97,477.95,483.56,491.41,2.78,3.33,181.03,265,0.76,0.66,65275,23.088,19.766,30.393,23.088,3511.9,2633.9,2483,1414.4,2.8,False,59.8,78.5,18.8,False,1,69.7,-2.98,4.34,1.13,0.165,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240115151458_0017,2024-01-15T15:14:58.053231Z,2024-01-15T15:26:25.756231Z,687703,True,,230197,69942,202611,1,False,False,0,0,True,True,57.56,56.21,58.41,143.89,140.52,146.01,3.83,5.74,474.11,488.34,487.62,2.94,3.53,175.22,293,0.716,0.616,68770,22.735,22.196,31.773,22.735,3450.1,2587.6,2095,1646.8,1.4,False,59.5,79.3,19.8,False,1,67.0,-2.67,1.25,1.48,0.044,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116000421_0018,2024-01-16T00:04:21.693081Z,2024-01-16T00:15:51.137081Z,689444,True,,231125,69629,197137,1,False,False,0,0,True,True,59.94,55.09,53.94,149.84,137.73,134.86,10.64,15.96,482.17,481.94,487.65,1.18,1.41,179.81,273,0.787,0.687,68944,25.035,19.598,31.793,25.035,3499.3,2624.4,1885,1856.4,3.3,False,62.8,82.6,19.8,False,1,71.7,-4.5,3.9,0.46,0.113,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116003321_0019,2024-01-16T00:33:21.554884Z,2024-01-16T00:33:25.305884Z,3751,False,e_stop,2250,0,0,3,True,False,0,0,True,True,55.98,55.79,55.25,139.96,139.47,138.14,1.31,1.97,479.34,472.04,484.37,2.58,3.09,167.95,297,0.81,0.71,0,0.138,0.1,0.17,0.138,3479.6,2609.7,1979,1758.3,3.8,False,61.4,61.5,0.1,False,0,62.8,-4.58,1.85,2.42,0.167,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116004136_0020,2024-01-16T00:41:36.360094Z,2024-01-16T00:52:32.898094Z,656538,True,,222805,59278,198733,1,False,False,0,0,True,True,53.91,51.82,51.67,134.78,129.56,129.17,4.28,6.42,482.92,470.48,486.66,3.37,4.05,161.73,244,0.753,0.653,65653,21.27,18.587,28.247,21.27,3510.7,2633.0,2007,1749.2,1.1,False,63.5,82.3,18.9,False,1,61.9,-0.2,-3.62,-2.51,0.166,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116012158_0021,2024-01-16T01:21:58.089653Z,2024-01-16T01:33:03.177653Z,665088,True,,231016,65986,187882,1,False,False,0,0,True,True,58.3,54.75,59.83,145.74,136.88,149.57,8.81,13.22,483.93,486.74,476.18,2.19,2.63,179.49,257,0.784,0.684,66508,24.702,19.536,31.494,24.702,3520.1,2640.0,1572,2239.2,4.0,False,63.2,82.4,19.1,False,1,66.7,2.67,-1.92,-0.05,0.159,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116014351_0022,2024-01-16T01:43:51.989650Z,2024-01-16T01:54:54.648650Z,662659,True,,231499,71634,192232,1,False,False,0,0,True,True,51.68,56.87,58.46,129.2,142.18,146.15,12.18,18.27,476.25,479.78,479.63,0.74,0.89,175.39,160,0.719,0.619,66265,21.455,20.73,29.833,21.455,3499.8,2624.9,1947,1797.5,2.0,False,62.7,81.7,19.1,False,1,65.4,1.53,-3.46,2.86,0.109,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116020318_0023,2024-01-16T02:03:18.181127Z,2024-01-16T02:14:05.001127Z,646820,True,,225731,64775,195913,1,False,False,0,0,True,True,53.31,57.47,55.14,133.28,143.67,137.86,7.52,11.28,481.75,481.02,482.48,0.3,0.37,172.4,271,0.756,0.656,64682,22.13,19.148,29.264,22.13,3543.5,2657.6,1714,2067.4,4.0,False,64.5,83.1,18.6,False,1,61.1,3.16,-0.33,-2.54,0.033,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116022036_0024,2024-01-16T02:20:36.658128Z,2024-01-16T02:30:51.665128Z,615007,True,,210642,61439,178910,1,False,False,0,0,True,True,61.51,48.03,51.27,153.78,120.08,128.19,25.15,37.72,476.75,482.05,477.4,1.11,1.33,184.53,284,0.768,0.668,61500,20.484,17.108,26.689,20.484,3461.1,2595.8,2486,1392.2,1.7,False,62.0,79.7,17.7,False,1,57.4,-1.08,-3.37,1.41,0.042,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116023719_0025,2024-01-16T02:37:19.513086Z,2024-01-16T02:48:57.189086Z,697676,True,,238484,66075,212157,1,False,False,0,0,True,True,52.41,55.09,57.44,131.02,137.72,143.6,9.16,13.73,480.7,472.12,475.99,1.8,2.16,172.32,165,0.771,0.671,69767,24.134,19.945,31.309,24.134,3537.0,2652.7,1530,2311.8,3.0,False,64.0,84.1,20.1,False,1,69.3,-4.2,-0.23,0.78,0.166,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116031332_0026,2024-01-16T03:13:32.393426Z,2024-01-16T03:25:24.866426Z,712473,True,,245038,69620,211453,1,False,False,0,0,True,True,53.38,56.9,55.23,133.44,142.25,138.08,6.39,9.58,478.89,490.23,476.63,2.82,3.39,170.7,164,0.776,0.676,71247,24.805,20.159,31.964,24.805,3452.4,2589.3,1671,2066.1,0.3,False,62.2,82.7,20.5,False,1,65.4,4.02,-1.17,-1.7,0.089,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116033137_0027,2024-01-16T03:31:37.410493Z,2024-01-16T03:42:54.985493Z,677575,True,,236417,70040,198781,1,False,False,0,0,True,True,56.19,58.16,56.25,140.47,145.4,140.64,3.47,5.2,486.73,482.61,479.51,1.5,1.79,174.48,291,0.731,0.631,67757,23.294,21.715,31.846,23.294,3491.5,2618.6,1678,2080.8,3.1,False,60.4,79.9,19.5,False,1,56.3,1.04,2.64,0.14,0.045,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116040434_0028,2024-01-16T04:04:34.768458Z,2024-01-16T04:15:51.349458Z,676581,True,,223955,67237,198696,1,False,False,0,0,True,True,53.21,54.47,53.17,133.03,136.18,132.93,2.42,3.63,465.35,490.26,485.44,5.19,6.22,163.42,233,0.762,0.662,67658,21.856,18.548,28.666,21.856,3450.7,2588.1,1950,1769.6,0.4,False,62.2,81.7,19.5,False,1,65.0,0.66,3.78,0.35,0.192,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116042204_0029,2024-01-16T04:22:04.391731Z,2024-01-16T04:34:15.301731Z,730910,True,,251491,72115,221550,1,False,False,0,0,True,True,54.58,54.61,55.01,136.45,136.53,137.53,0.79,1.18,474.7,476.41,473.58,0.6,0.72,165.04,283,0.783,0.683,73091,25.264,20.041,32.247,25.264,3544.9,2658.7,2029,1747.1,4.6,False,62.5,83.5,21.0,False,1,66.7,-3.3,-4.45,-1.01,0.153,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116044935_0030,2024-01-16T04:49:35.819749Z,2024-01-16T05:00:28.578749Z,652759,True,,220180,65393,194457,2,False,False,0,0,True,True,56.33,54.78,51.79,140.82,136.95,129.49,8.35,12.52,473.69,482.54,475.33,1.85,2.22,168.98,212,0.793,0.693,65275,22.613,17.363,28.51,22.613,3493.7,2620.3,1610,2170.0,1.7,False,63.4,82.2,18.8,False,1,68.6,4.93,-2.59,2.25,0.166,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116051105_0031,2024-01-16T05:11:05.564845Z,2024-01-16T05:22:23.053845Z,677489,True,,230041,68749,198884,1,False,False,0,0,True,True,53.19,59.65,58.46,132.98,149.13,146.15,11.31,16.97,481.41,481.7,481.41,0.06,0.07,178.96,186,0.784,0.684,67748,24.8,19.623,31.624,24.8,3464.0,2598.0,1982,1747.7,2.3,False,65.1,84.6,19.5,False,1,64.9,-4.41,1.33,1.61,0.199,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116052739_0032,2024-01-16T05:27:39.671674Z,2024-01-16T05:39:33.535674Z,713864,True,,234063,75152,211152,1,False,False,0,0,True,True,51.85,58.08,52.1,129.63,145.19,130.26,11.53,17.29,483.68,488.29,479.11,1.9,2.28,174.23,298,0.762,0.662,71386,24.135,20.5,31.666,24.135,3505.3,2629.0,2312,1516.2,1.1,False,64.0,84.6,20.5,False,1,56.4,3.27,-2.45,-0.16,0.009,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116152122_0033,2024-01-16T15:21:22.623306Z,2024-01-16T15:32:50.131306Z,687508,True,,237893,68226,216741,1,False,False,0,0,True,True,53.26,50.15,55.9,186.41,175.53,195.63,10.82,16.22,492.56,470.8,479.84,4.52,5.43,234.76,187,0.724,0.624,68750,22.111,21.059,30.535,22.111,3481.9,2611.4,2333,1492.4,4.7,False,64.8,84.5,19.8,False,1,39.8,8.88,8.1,-0.56,0.456,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116160014_0034,2024-01-16T16:00:14.993294Z,2024-01-16T16:10:43.816294Z,628823,True,,218480,63251,193340,1,False,False,0,0,True,True,56.03,55.82,55.44,196.11,195.36,194.03,1.06,1.59,473.65,481.43,475.84,1.63,1.96,235.33,295,0.746,0.646,62882,21.028,18.792,28.201,21.028,3505.5,2629.1,2145,1634.3,2.9,False,63.7,81.8,18.1,False,1,39.4,9.49,7.35,1.34,0.532,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116163336_0035,2024-01-16T16:33:36.165595Z,2024-01-16T16:43:56.296595Z,620131,True,,218245,61187,188414,1,False,False,0,0,True,True,52.26,51.22,60.17,182.91,179.29,210.59,16.4,24.59,482.46,485.32,482.81,0.59,0.71,252.71,260,0.783,0.683,62013,21.697,17.242,27.714,21.697,3543.2,2657.4,2437,1453.9,3.7,False,64.2,82.0,17.8,False,1,49.1,7.96,7.11,-2.17,0.3,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116171131_0036,2024-01-16T17:11:31.132036Z,2024-01-16T17:11:33.784036Z,2652,False,door_open,1591,0,0,2,False,False,2,1,True,True,53.91,57.23,57.21,188.68,200.31,200.24,5.92,8.88,475.97,471.54,482.8,2.36,2.83,240.37,238,0.73,0.63,265,0.088,0.082,0.12,0.088,3482.9,2612.1,1682,2070.7,0.7,False,65.4,65.5,0.1,False,0,49.7,9.19,8.15,-1.76,0.451,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116172422_0037,2024-01-16T17:24:22.068641Z,2024-01-16T17:36:08.575641Z,706507,True,,244032,69647,203095,1,False,False,0,0,True,True,56.64,52.95,54.15,198.26,185.33,189.51,6.76,10.15,483.72,482.11,481.33,0.49,0.59,237.91,163,0.733,0.633,70650,23.226,21.536,31.674,23.226,3545.6,2659.2,2018,1757.0,0.1,False,65.3,85.6,20.3,False,1,42.8,9.44,7.16,0.6,0.446,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116175447_0038,2024-01-16T17:54:47.460941Z,2024-01-16T18:05:58.569941Z,671109,True,,229739,67925,201838,1,False,False,0,0,True,True,54.14,53.57,57.5,189.47,187.48,201.26,7.15,10.73,480.77,477.98,476.24,0.95,1.14,241.52,275,0.746,0.646,67110,22.513,20.085,30.17,22.513,3530.2,2647.7,1665,2120.3,0.0,False,63.4,82.7,19.3,False,1,45.8,7.25,8.37,-1.59,0.583,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116183245_0039,2024-01-16T18:32:45.447382Z,2024-01-16T18:44:12.183382Z,686736,True,,236437,68741,205148,1,False,False,0,0,True,True,58.65,59.31,50.65,205.28,207.6,177.26,15.42,23.13,485.03,479.69,479.79,1.11,1.33,249.12,236,0.732,0.632,68673,23.264,21.664,31.789,23.264,3533.6,2650.2,2384,1482.2,3.2,False,67.9,87.7,19.7,False,1,43.5,8.43,8.59,2.89,0.58,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116191232_0040,2024-01-16T19:12:32.982296Z,2024-01-16T19:22:45.464296Z,612482,True,,217503,60686,178308,1,False,False,0,0,True,True,53.58,51.62,51.25,187.54,180.66,179.37,4.48,6.72,478.98,477.09,478.08,0.4,0.48,225.05,228,0.74,0.64,61248,19.221,17.477,25.978,19.221,3544.2,2658.2,1860,1905.5,0.7,False,66.0,83.7,17.6,False,1,54.9,8.75,8.99,2.47,0.366,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116192909_0041,2024-01-16T19:29:09.707311Z,2024-01-16T19:39:38.904311Z,629197,True,,214466,62636,180888,1,False,False,0,0,True,True,54.2,51.9,54.4,189.69,181.64,190.41,4.68,7.03,476.8,466.9,473.01,2.1,2.52,228.49,238,0.775,0.675,62919,21.108,17.238,27.253,21.108,3491.5,2618.6,2096,1665.8,2.1,False,65.9,84.0,18.1,False,1,40.6,7.83,7.09,2.58,0.498,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116200318_0042,2024-01-16T20:03:18.448637Z,2024-01-16T20:14:52.593637Z,694145,True,,233641,70776,202523,1,False,False,0,0,True,True,62.8,55.24,52.02,219.8,193.35,182.07,19.02,28.53,470.93,480.54,482.76,2.47,2.97,263.76,259,0.803,0.703,0,25.255,18.769,31.466,25.255,3522.3,2641.7,2394,1471.3,2.2,False,66.4,86.4,20.0,False,1,40.3,8.54,7.7,-0.75,0.486,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116203750_0043,2024-01-16T20:37:50.670807Z,2024-01-16T20:37:55.035807Z,4365,False,e_stop,2619,0,0,3,True,False,0,0,True,True,54.54,53.49,53.13,190.87,187.23,185.97,2.61,3.92,485.47,489.52,476.97,2.59,3.11,229.05,228,0.792,0.692,436,0.153,0.118,0.193,0.153,3517.2,2637.9,2297,1531.2,3.9,False,65.6,65.7,0.1,False,0,46.5,9.96,8.51,-1.51,0.462,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116210743_0044,2024-01-16T21:07:43.239266Z,2024-01-16T21:18:50.370266Z,667131,True,,228266,65587,191365,1,False,False,0,0,True,True,53.3,57.86,53.36,186.56,202.51,186.77,8.31,12.46,476.09,476.2,471.14,1.07,1.28,243.01,248,0.751,0.651,66713,22.222,19.519,29.578,22.222,3493.9,2620.4,1958,1784.4,4.5,False,65.9,85.1,19.2,False,1,46.6,7.99,7.21,2.72,0.318,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116213116_0045,2024-01-16T21:31:16.845682Z,2024-01-16T21:41:57.027682Z,640182,True,,215199,63248,191897,1,False,False,0,0,True,True,55.4,58.76,56.61,193.89,205.68,198.15,5.91,8.87,477.94,481.29,478.8,0.7,0.84,246.81,175,0.766,0.666,64018,22.66,19.006,29.575,22.66,3526.9,2645.2,2085,1691.6,2.5,False,65.1,83.5,18.4,False,1,46.8,9.64,8.91,1.53,0.434,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240116220145_0046,2024-01-16T22:01:45.359781Z,2024-01-16T22:13:00.447781Z,675088,True,,228354,64785,203228,1,False,False,0,0,True,True,57.91,52.48,55.87,202.69,183.67,195.55,9.8,14.71,486.57,477.79,476.89,2.02,2.42,243.23,172,0.742,0.642,67508,22.949,20.71,30.912,22.949,3545.6,2659.2,1543,2297.8,4.8,False,63.9,83.3,19.4,False,1,50.7,9.1,8.71,-2.31,0.512,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240117094935_0047,2024-01-17T09:49:35.749915Z,2024-01-17T10:01:22.992915Z,707243,True,,237635,73118,203024,1,False,False,0,0,True,True,58.4,56.3,54.25,204.4,197.04,189.87,7.37,11.06,477.36,485.18,472.89,2.57,3.08,245.28,252,0.777,0.677,70724,25.082,20.326,32.284,25.082,3532.5,2649.4,2169,1628.6,4.1,False,65.1,85.4,20.3,False,1,41.6,9.42,9.2,0.86,0.48,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240117102347_0048,2024-01-17T10:23:47.112707Z,2024-01-17T10:34:45.602707Z,658490,True,,221449,66916,202951,1,False,False,0,0,True,True,54.42,58.74,51.53,190.47,205.6,180.37,13.13,19.7,478.17,479.24,473.02,1.31,1.57,246.72,190,0.723,0.623,65849,21.224,20.276,29.352,21.224,3464.7,2598.5,1619,2140.0,2.7,False,68.2,87.1,18.9,False,1,42.2,13.09,9.59,-1.53,0.544,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240117104819_0049,2024-01-17T10:48:19.861154Z,2024-01-17T10:48:22.978154Z,3117,False,overload,1870,0,0,3,False,True,0,0,True,True,55.81,59.82,55.27,195.35,209.36,193.46,7.97,11.96,484.98,473.05,480.79,2.49,2.99,251.23,250,0.775,0.675,311,0.113,0.092,0.146,0.113,3470.1,2602.6,1513,2293.5,3.8,False,67.8,67.9,0.1,False,0,50.8,11.58,11.52,-2.7,0.377,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240117110500_0050,2024-01-17T11:05:00.532655Z,2024-01-17T11:16:04.254655Z,663722,True,,227173,66723,188238,2,False,False,0,0,True,True,52.18,53.13,46.16,182.64,185.95,161.54,13.81,20.71,483.49,478.74,487.57,1.83,2.19,223.13,212,0.788,0.688,66372,21.666,16.956,27.512,21.666,3529.6,2647.2,2165,1630.3,1.8,False,67.8,86.9,19.1,False,1,51.7,13.65,10.49,1.45,0.542,True,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240117114211_0051,2024-01-17T11:42:11.814128Z,2024-01-17T11:53:15.881128Z,664067,True,,222937,65298,207259,1,False,False,0,0,True,True,58.83,50.63,56.61,205.91,177.22,198.14,14.81,22.21,476.32,472.92,481.09,1.71,2.06,247.09,175,0.718,0.618,66406,21.339,20.705,29.734,21.339,3488.0,2616.0,2462,1416.8,4.8,False,65.2,84.3,19.1,False,1,53.5,11.15,10.83,-1.49,0.434,False,50,2.3.1,3.0,medium
1.0.0,cycle_summary,BALER-002,SITE-TX-001,"Houston, TX",baler,BALER-002_CYCLE_20240117120121_0052,2024-01-17T12:01:21.055927Z,2024-01-17T12:11:11.202927Z,590147,True,,205451,59939,169671,1,False,False,0,0,True,True,55.37,59.41,56.83,193.8,207.94,198.91,7.06,10.59,470.7,484.32,477.14,2.85,3.42,249.53,249,0.727,0.627,59014,19.614,18.529,26.982,19.614,3482.8,2612.1,1622,2147.2,3.1,False,67.4,84.4,17.0,False,1,43.8,9.15,10.22,0.5,0.362,False,50,2.3.1,3.0,medium
